,name,author,stars,ratings,goodreads_score,goodreads_link,get_copy,page_count,published_date,amazon_link
94,It,Stephen King,4.25,1008428,281394,https://www.goodreads.com/book/show/830502.It,https://www.goodreads.com/book/830502.It/get_a_copy,1116.0,"September 15, 1986",https://www.goodreads.com/book_link/follow/1?book_id=830502&source=compareprices
95,And Then There Were None,Agatha Christie,4.28,1178130,279255,https://www.goodreads.com/book/show/16299.And_Then_There_Were_None,https://www.goodreads.com/book/16299.And_Then_There_Were_None/get_a_copy,264.0,"November 6, 1939",https://www.goodreads.com/book_link/follow/1?book_id=16299&source=compareprices
96,The Shining,Stephen King,4.26,1365212,277402,https://www.goodreads.com/book/show/11588.The_Shining,https://www.goodreads.com/book/11588.The_Shining/get_a_copy,659.0,"January 28, 1977",https://www.goodreads.com/book_link/follow/1?book_id=11588&source=compareprices
97,The Complete Stories and Poems,Edgar Allan Poe,4.38,243325,277343,https://www.goodreads.com/book/show/23919.The_Complete_Stories_and_Poems,https://www.goodreads.com/book/23919.The_Complete_Stories_and_Poems/get_a_copy,821.0,"January 1, 1849",https://www.goodreads.com/book_link/follow/1?book_id=23919&source=compareprices
98,"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,4.01,551048,277163,https://www.goodreads.com/book/show/43763.Interview_with_the_Vampire,https://www.goodreads.com/book/43763.Interview_with_the_Vampire/get_a_copy,346.0,"April 12, 1976",https://www.goodreads.com/book_link/follow/1?book_id=43763&source=compareprices
99,To Kill a Mockingbird,Harper Lee,4.27,5599984,276821,https://www.goodreads.com/book/show/2654.To_Kill_a_Mockingbird,https://www.goodreads.com/book/2654.To_Kill_a_Mockingbird/get_a_copy,323.0,"January 1, 1960",https://www.goodreads.com/book_link/follow/1?book_id=2654&source=compareprices
100,Don Quixote,Miguel de Cervantes Saavedra,3.89,249644,275976,https://www.goodreads.com/book/show/3836.Don_Quixote,https://www.goodreads.com/book/3836.Don_Quixote/get_a_copy,1023.0,"January 1, 1605",https://www.goodreads.com/book_link/follow/1?book_id=3836&source=compareprices
101,The Old Man and the Sea,Ernest Hemingway,3.8,1039884,268127,https://www.goodreads.com/book/show/2165.The_Old_Man_and_the_Sea,https://www.goodreads.com/book/2165.The_Old_Man_and_the_Sea/get_a_copy,96.0,"September 1, 1952",https://www.goodreads.com/book_link/follow/1?book_id=2165&source=compareprices
102,Atlas Shrugged,Ayn Rand,3.69,378236,257235,https://www.goodreads.com/book/show/662.Atlas_Shrugged,https://www.goodreads.com/book/662.Atlas_Shrugged/get_a_copy,1168.0,"October 10, 1957",https://www.goodreads.com/book_link/follow/1?book_id=662&source=compareprices
103,"The Notebook (The Notebook, #1)",Nicholas Sparks,4.14,1576719,249284,https://www.goodreads.com/book/show/33648131-the-notebook,https://www.goodreads.com/book/33648131-the-notebook/get_a_copy,227.0,"October 1, 1996",https://www.goodreads.com/book_link/follow/1?book_id=33648131&source=compareprices
104,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",A.A. Milne,4.35,310602,246523,https://www.goodreads.com/book/show/99107.Winnie_the_Pooh,https://www.goodreads.com/book/99107.Winnie_the_Pooh/get_a_copy,161.0,"October 14, 1926",https://www.goodreads.com/book_link/follow/1?book_id=99107&source=compareprices
105,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,4.56,3333813,241421,https://www.goodreads.com/book/show/6.Harry_Potter_and_the_Goblet_of_Fire,https://www.goodreads.com/book/6.Harry_Potter_and_the_Goblet_of_Fire/get_a_copy,734.0,"July 8, 2000",https://www.goodreads.com/book_link/follow/1?book_id=6&source=compareprices
106,Fahrenheit 451,Ray Bradbury,3.97,2169804,239356,https://www.goodreads.com/book/show/4381.Fahrenheit_451,https://www.goodreads.com/book/4381.Fahrenheit_451/get_a_copy,158.0,"October 19, 1953",https://www.goodreads.com/book_link/follow/1?book_id=4381&source=compareprices
107,A Prayer for Owen Meany,John Irving,4.24,308828,218118,https://www.goodreads.com/book/show/4473.A_Prayer_for_Owen_Meany,https://www.goodreads.com/book/4473.A_Prayer_for_Owen_Meany/get_a_copy,637.0,"March 28, 1989",https://www.goodreads.com/book_link/follow/1?book_id=4473&source=compareprices
108,"Moby-Dick or, the Whale",Herman Melville,3.53,529736,214918,https://www.goodreads.com/book/show/153747.Moby_Dick_or_the_Whale,https://www.goodreads.com/book/153747.Moby_Dick_or_the_Whale/get_a_copy,654.0,"October 18, 1851",https://www.goodreads.com/book_link/follow/1?book_id=153747&source=compareprices
109,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,4.58,2999726,210362,https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince,https://www.goodreads.com/book/1.Harry_Potter_and_the_Half_Blood_Prince/get_a_copy,652.0,"July 16, 2005",https://www.goodreads.com/book_link/follow/1?book_id=1&source=compareprices
110,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,4.32,787162,190207,https://www.goodreads.com/book/show/7171637-clockwork-angel,https://www.goodreads.com/book/7171637-clockwork-angel/get_a_copy,479.0,"August 31, 2010",https://www.goodreads.com/book_link/follow/1?book_id=7171637&source=compareprices
111,The Secret Life of Bees,Sue Monk Kidd,4.08,1237437,184620,https://www.goodreads.com/book/show/37435.The_Secret_Life_of_Bees,https://www.goodreads.com/book/37435.The_Secret_Life_of_Bees/get_a_copy,302.0,"November 8, 2001",https://www.goodreads.com/book_link/follow/1?book_id=37435&source=compareprices
112,The Red Tent,Anita Diamant,4.19,573496,184293,https://www.goodreads.com/book/show/4989.The_Red_Tent,https://www.goodreads.com/book/4989.The_Red_Tent/get_a_copy,324.0,"January 1, 1997",https://www.goodreads.com/book_link/follow/1?book_id=4989&source=compareprices
113,The Stranger,Albert Camus,4.01,931419,177002,https://www.goodreads.com/book/show/49552.The_Stranger,https://www.goodreads.com/book/49552.The_Stranger/get_a_copy,159.0,"May 19, 1942",https://www.goodreads.com/book_link/follow/1?book_id=49552&source=compareprices
114,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,4.52,876453,169670,https://www.goodreads.com/book/show/186074.The_Name_of_the_Wind,https://www.goodreads.com/book/186074.The_Name_of_the_Wind/get_a_copy,662.0,"March 27, 2007",https://www.goodreads.com/book_link/follow/1?book_id=186074&source=compareprices
115,The Master and Margarita,Mikhail Bulgakov,4.3,310692,166512,https://www.goodreads.com/book/show/117833.The_Master_and_Margarita,https://www.goodreads.com/book/117833.The_Master_and_Margarita/get_a_copy,372.0,"January 1, 1967",https://www.goodreads.com/book_link/follow/1?book_id=117833&source=compareprices
116,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,4.43,3524835,164384,https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets,https://www.goodreads.com/book/15881.Harry_Potter_and_the_Chamber_of_Secrets/get_a_copy,341.0,"July 2, 1998",https://www.goodreads.com/book_link/follow/1?book_id=15881&source=compareprices
117,Flowers for Algernon,Daniel Keyes,4.18,600057,160366,https://www.goodreads.com/book/show/36576608-flowers-for-algernon,https://www.goodreads.com/book/36576608-flowers-for-algernon/get_a_copy,216.0,"April 1, 1959",https://www.goodreads.com/book_link/follow/1?book_id=36576608&source=compareprices
118,Middlesex,Jeffrey Eugenides,4.02,621512,159478,https://www.goodreads.com/book/show/2187.Middlesex,https://www.goodreads.com/book/2187.Middlesex/get_a_copy,529.0,"September 4, 2002",https://www.goodreads.com/book_link/follow/1?book_id=2187&source=compareprices
119,The Metamorphosis,Franz Kafka,3.84,890186,158468,https://www.goodreads.com/book/show/485894.The_Metamorphosis,https://www.goodreads.com/book/485894.The_Metamorphosis/get_a_copy,201.0,"January 1, 1915",https://www.goodreads.com/book_link/follow/1?book_id=485894&source=compareprices
120,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,3.93,1656602,154736,https://www.goodreads.com/book/show/113436.Eragon,https://www.goodreads.com/book/113436.Eragon/get_a_copy,503.0,"June 1, 2002",https://www.goodreads.com/book_link/follow/1?book_id=113436&source=compareprices
121,The Adventures of Tom Sawyer,Mark Twain,3.92,881383,154386,https://www.goodreads.com/book/show/24583.The_Adventures_of_Tom_Sawyer,https://www.goodreads.com/book/24583.The_Adventures_of_Tom_Sawyer/get_a_copy,244.0,"June 1, 1876",https://www.goodreads.com/book_link/follow/1?book_id=24583&source=compareprices
122,The Alchemist,Paulo Coelho,3.9,2732918,153269,https://www.goodreads.com/book/show/865.The_Alchemist,https://www.goodreads.com/book/865.The_Alchemist/get_a_copy,197.0,"January 1, 1988",https://www.goodreads.com/book_link/follow/1?book_id=865&source=compareprices
123,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",Roald Dahl,4.15,793876,152691,https://www.goodreads.com/book/show/6310.Charlie_and_the_Chocolate_Factory,https://www.goodreads.com/book/6310.Charlie_and_the_Chocolate_Factory/get_a_copy,176.0,"January 17, 1964",https://www.goodreads.com/book_link/follow/1?book_id=6310&source=compareprices
124,Looking for Alaska,John Green,3.98,1459061,152253,https://www.goodreads.com/book/show/99561.Looking_for_Alaska,https://www.goodreads.com/book/99561.Looking_for_Alaska/get_a_copy,221.0,"March 3, 2005",https://www.goodreads.com/book_link/follow/1?book_id=99561&source=compareprices
125,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.89,1396071,148613,https://www.goodreads.com/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time,https://www.goodreads.com/book/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time/get_a_copy,226.0,"July 31, 2003",https://www.goodreads.com/book_link/follow/1?book_id=1618&source=compareprices
126,The Very Hungry Caterpillar,Eric Carle,4.32,474484,148537,https://www.goodreads.com/book/show/4948.The_Very_Hungry_Caterpillar,https://www.goodreads.com/book/4948.The_Very_Hungry_Caterpillar/get_a_copy,26.0,"June 3, 1969",https://www.goodreads.com/book_link/follow/1?book_id=4948&source=compareprices
127,"The Hobbit (The Lord of the Rings, #0)",J.R.R. Tolkien,4.28,3595101,147010,https://www.goodreads.com/book/show/5907.The_Hobbit,https://www.goodreads.com/book/5907.The_Hobbit/get_a_copy,366.0,"September 21, 1937",https://www.goodreads.com/book_link/follow/1?book_id=5907&source=compareprices
128,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,4.29,578921,146513,https://www.goodreads.com/book/show/1232.The_Shadow_of_the_Wind,https://www.goodreads.com/book/1232.The_Shadow_of_the_Wind/get_a_copy,487.0,"January 1, 2001",https://www.goodreads.com/book_link/follow/1?book_id=1232&source=compareprices
129,On the Road,Jack Kerouac,3.62,388117,144153,https://www.goodreads.com/book/show/70401.On_the_Road,https://www.goodreads.com/book/70401.On_the_Road/get_a_copy,307.0,"September 5, 1957",https://www.goodreads.com/book_link/follow/1?book_id=70401&source=compareprices
130,Tuesdays with Morrie,Mitch Albom,4.15,938897,144117,https://www.goodreads.com/book/show/6900.Tuesdays_with_Morrie,https://www.goodreads.com/book/6900.Tuesdays_with_Morrie/get_a_copy,210.0,"August 18, 1997",https://www.goodreads.com/book_link/follow/1?book_id=6900&source=compareprices
131,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,4.53,876529,142595,https://www.goodreads.com/book/show/4556058-the-last-olympian,https://www.goodreads.com/book/4556058-the-last-olympian/get_a_copy,381.0,"May 5, 2009",https://www.goodreads.com/book_link/follow/1?book_id=4556058&source=compareprices
132,The Unbearable Lightness of Being,Milan Kundera,4.11,419597,142339,https://www.goodreads.com/book/show/9717.The_Unbearable_Lightness_of_Being,https://www.goodreads.com/book/9717.The_Unbearable_Lightness_of_Being/get_a_copy,320.0,"January 1, 1984",https://www.goodreads.com/book_link/follow/1?book_id=9717&source=compareprices
133,The Name of the Rose,Umberto Eco,4.13,343979,141642,https://www.goodreads.com/book/show/119073.The_Name_of_the_Rose,https://www.goodreads.com/book/119073.The_Name_of_the_Rose/get_a_copy,536.0,"January 1, 1980",https://www.goodreads.com/book_link/follow/1?book_id=119073&source=compareprices
134,The Count of Monte Cristo,Alexandre Dumas,4.28,857179,141136,https://www.goodreads.com/book/show/7126.The_Count_of_Monte_Cristo,https://www.goodreads.com/book/7126.The_Count_of_Monte_Cristo/get_a_copy,1276.0,"August 28, 1844",https://www.goodreads.com/book_link/follow/1?book_id=7126&source=compareprices
135,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,4.23,2583505,138933,https://www.goodreads.com/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe,https://www.goodreads.com/book/100915.The_Lion_the_Witch_and_the_Wardrobe/get_a_copy,206.0,"October 16, 1950",https://www.goodreads.com/book_link/follow/1?book_id=100915&source=compareprices
136,"The Godfather (The Godfather, #1)",Mario Puzo,4.38,391903,138330,https://www.goodreads.com/book/show/22034.The_Godfather,https://www.goodreads.com/book/22034.The_Godfather/get_a_copy,448.0,"March 10, 1969",https://www.goodreads.com/book_link/follow/1?book_id=22034&source=compareprices
137,Where the Red Fern Grows,Wilson Rawls,4.1,384605,137376,https://www.goodreads.com/book/show/10365.Where_the_Red_Fern_Grows,https://www.goodreads.com/book/10365.Where_the_Red_Fern_Grows/get_a_copy,272.0,"January 1, 1961",https://www.goodreads.com/book_link/follow/1?book_id=10365&source=compareprices
138,In Cold Blood,Truman Capote,4.08,614130,135212,https://www.goodreads.com/book/show/168642.In_Cold_Blood,https://www.goodreads.com/book/168642.In_Cold_Blood/get_a_copy,343.0,"January 1, 1965",https://www.goodreads.com/book_link/follow/1?book_id=168642&source=compareprices
139,The Scarlet Letter,Nathaniel Hawthorne,3.43,815923,133926,https://www.goodreads.com/book/show/12296.The_Scarlet_Letter,https://www.goodreads.com/book/12296.The_Scarlet_Letter/get_a_copy,279.0,"March 16, 1850",https://www.goodreads.com/book_link/follow/1?book_id=12296&source=compareprices
140,"Holes (Holes, #1)",Louis Sachar,3.99,1125749,132233,https://www.goodreads.com/book/show/38709.Holes,https://www.goodreads.com/book/38709.Holes/get_a_copy,233.0,"August 20, 1998",https://www.goodreads.com/book_link/follow/1?book_id=38709&source=compareprices
141,Fight Club,Chuck Palahniuk,4.19,555600,131498,https://www.goodreads.com/book/show/36236124-fight-club,https://www.goodreads.com/book/36236124-fight-club/get_a_copy,224.0,"August 1, 1996",https://www.goodreads.com/book_link/follow/1?book_id=36236124&source=compareprices
142,The Five People You Meet in Heaven,Mitch Albom,3.97,671330,130378,https://www.goodreads.com/book/show/3431.The_Five_People_You_Meet_in_Heaven,https://www.goodreads.com/book/3431.The_Five_People_You_Meet_in_Heaven/get_a_copy,196.0,"September 1, 2003",https://www.goodreads.com/book_link/follow/1?book_id=3431&source=compareprices
143,Perfume: The Story of a Murderer,Patrick Süskind,4.04,416514,130140,https://www.goodreads.com/book/show/343.Perfume,https://www.goodreads.com/book/343.Perfume/get_a_copy,263.0,"January 1, 1985",https://www.goodreads.com/book_link/follow/1?book_id=343&source=compareprices
144,"American Gods (American Gods, #1)",Neil Gaiman,4.11,872027,127454,https://www.goodreads.com/book/show/30165203-american-gods,https://www.goodreads.com/book/30165203-american-gods/get_a_copy,635.0,"June 19, 2001",https://www.goodreads.com/book_link/follow/1?book_id=30165203&source=compareprices
145,"The Cat in the Hat (The Cat in the Hat, #1)",Dr. Seuss,4.18,509406,126461,https://www.goodreads.com/book/show/233093.The_Cat_in_the_Hat,https://www.goodreads.com/book/233093.The_Cat_in_the_Hat/get_a_copy,61.0,"March 12, 1957",https://www.goodreads.com/book_link/follow/1?book_id=233093&source=compareprices
146,"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick,3.93,671120,126011,https://www.goodreads.com/book/show/6339664-hush-hush,https://www.goodreads.com/book/6339664-hush-hush/get_a_copy,391.0,"October 13, 2009",https://www.goodreads.com/book_link/follow/1?book_id=6339664&source=compareprices
147,Watchmen,Alan Moore,4.37,534108,124066,https://www.goodreads.com/book/show/472331.Watchmen,https://www.goodreads.com/book/472331.Watchmen/get_a_copy,416.0,"January 1, 1987",https://www.goodreads.com/book_link/follow/1?book_id=472331&source=compareprices
148,The Divine Comedy,Dante Alighieri,4.07,140470,123566,https://www.goodreads.com/book/show/6656.The_Divine_Comedy,https://www.goodreads.com/book/6656.The_Divine_Comedy/get_a_copy,798.0,"January 1, 1320",https://www.goodreads.com/book_link/follow/1?book_id=6656&source=compareprices
149,"Lonesome Dove (Lonesome Dove, #1)",Larry McMurtry,4.51,173753,123206,https://www.goodreads.com/book/show/256008.Lonesome_Dove,https://www.goodreads.com/book/256008.Lonesome_Dove/get_a_copy,960.0,"January 1, 1985",https://www.goodreads.com/book_link/follow/1?book_id=256008&source=compareprices
150,"The Little House Collection (Little House, #1-9)",Laura Ingalls Wilder,4.35,149687,121680,https://www.goodreads.com/book/show/114345.The_Little_House_Collection,https://www.goodreads.com/book/114345.The_Little_House_Collection/get_a_copy,2700.0,"January 1, 1971",https://www.goodreads.com/book_link/follow/1?book_id=114345&source=compareprices
